name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,age,brand
Hyundai Creta 1.6 CRDi SX Plus,2016,1100000,70000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,4,hyundai
Hyundai i20 1.4 CRDi Sportz,2010,285000,80000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,10,hyundai
Chevrolet Spark 1.0 LT,2011,190000,20000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,9,chevrolet
Nissan Sunny XL,2012,350000,110000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,8,nissan
Hyundai Grand i10 Asta,2014,400000,40000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,6,hyundai
Toyota Innova Crysta 2.7 ZX AT BSIV,2016,2100000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694.0,163.7,7.0,4,toyota
Hyundai i20 Sportz 1.2,2015,434999,90000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,5,hyundai
Maruti Swift Dzire VXI,2014,450000,50000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,6,maruti
Daewoo Matiz SD,2001,45000,137000,Petrol,Individual,Manual,First Owner,18.5,796.0,53.0,5.0,19,daewoo
Hyundai i20 Asta 1.2,2015,450000,60000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,5,hyundai
Maruti Swift VDI Optional,2017,580000,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,3,maruti
Hyundai Creta 1.6 CRDi SX,2016,900000,98000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,4,hyundai
Maruti Ertiga SHVS ZDI,2016,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,4,maruti
Tata Indigo CS LS (TDI) BS III,2009,140000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5.0,11,tata
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,525000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,3,hyundai
Tata Indigo CS LS (TDI) BS III,2009,114999,120000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5.0,11,tata
Tata Tiago 1.2 Revotron XZ,2016,399000,40000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,4,tata
Hyundai Santro Xing XL eRLX Euro II,2006,150000,100000,Petrol,Individual,Manual,Second Owner,0.0,0.0,0.0,0.0,14,hyundai
Tata Indica V2 Turbomax DLS BS IV,2012,275000,90000,Diesel,Individual,Manual,Second Owner,19.0,1405.0,71.0,5.0,8,tata
Hyundai i20 1.4 CRDi Magna,2011,340000,80000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,90.0,5.0,9,hyundai
Hyundai EON LPG Era Plus,2012,222000,120000,LPG,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,8,hyundai
Mahindra Ssangyong Rexton RX7,2013,850000,200000,Diesel,Individual,Automatic,First Owner,11.18,2696.0,184.0,7.0,7,mahindra
Tata Indica V2 DLS,2007,70000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5.0,13,tata
Tata Tiago 1.2 Revotron XT,2017,430000,38000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5.0,3,tata
Tata Tiago 1.2 Revotron XT,2017,430000,35000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5.0,3,tata
Maruti Wagon R VXI BS IV,2014,320000,70000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,6,maruti
Hyundai Santro Xing XG,2005,95000,125000,Petrol,Individual,Manual,Fourth & Above Owner,0.0,0.0,0.0,0.0,15,hyundai
Renault Fluence Diesel E4,2012,500000,120000,Diesel,Individual,Manual,Second Owner,21.8,1461.0,78.0,5.0,8,renault
Renault Duster 110PS Diesel RxL,2012,500000,110000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0,8,renault
Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,2010,229999,140000,Diesel,Individual,Manual,First Owner,18.4,1248.0,75.0,5.0,10,tata
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,600000,155000,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,8.0,11,mahindra
Hyundai Santro Xing XL,2007,200000,120000,Petrol,Individual,Manual,Second Owner,0.0,0.0,0.0,0.0,13,hyundai
Renault Pulse RxL Optional,2017,500000,80000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.1,5.0,3,renault
Mahindra Bolero SLX 2WD,2010,315000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,10,mahindra
Maruti Wagon R VXI Minor,2011,265000,80000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,9,maruti
Ford Figo 1.5D Base MT,2015,350000,110000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5.0,5,ford
Tata Indigo CR4,2012,200000,230000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,8,tata
Tata Indica V2 DLE BSIII,2011,114999,172000,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5.0,9,tata
Hyundai i20 Magna 1.2,2014,425000,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,6,hyundai
Ford EcoSport 1.5 Diesel Trend BSIV,2019,900000,35000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,1,ford
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,550000,126000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7.0,6,mahindra
Honda WR-V i-DTEC VX,2018,900000,30000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,2,honda
Hyundai i10 Era,2011,165000,97000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,9,hyundai
Hyundai Verna 1.6 CRDI AT SX Option,2016,850000,120000,Diesel,Individual,Automatic,First Owner,19.08,1582.0,126.2,5.0,4,hyundai
Hyundai Verna 1.6 CRDi S Option,2016,850000,120000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.32,5.0,4,hyundai
Mahindra Thar CRDe AC,2014,550000,80000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6.0,6,mahindra
Maruti Swift Dzire Vdi BSIV,2011,500000,60000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,9,maruti
Maruti Swift Dzire VXI 1.2,2018,630000,15000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,2,maruti
Hyundai i10 Era,2011,160000,60000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,9,hyundai
Honda City i DTEC VX,2015,670000,60000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5.0,5,honda
Maruti Swift ZDi,2014,430000,90000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,6,maruti
Hyundai Xcent 1.2 Kappa Base,2015,375000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,5,hyundai
Hyundai i20 Asta Option 1.2,2016,650000,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,4,hyundai
Maruti Swift Dzire LDI,2016,500000,35000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,4,maruti
Maruti Swift Dzire LDI,2016,500000,35000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,4,maruti
Mahindra XUV500 W10 2WD,2017,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,3,mahindra
Volkswagen Ameo 1.5 TDI Comfortline,2018,600000,40000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5.0,2,volkswagen
Hyundai Creta 1.6 CRDi SX Plus,2017,1200000,25000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,3,hyundai
BMW X6 xDrive30d,2013,3750000,56000,Diesel,Dealer,Automatic,First Owner,11.2,2993.0,241.0,4.0,7,bmw
Maruti Swift Dzire ZXI Plus,2018,795000,41779,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,5.0,2,maruti
Honda Jazz 1.2 V i VTEC,2016,625000,54000,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5.0,4,honda
Mercedes-Benz E-Class E250 CDI Avantgarde,2016,2900000,31000,Diesel,Dealer,Automatic,First Owner,13.0,2143.0,204.0,5.0,4,mercedes-benz
Maruti Ignis 1.3 AMT Zeta,2017,625000,37000,Diesel,Individual,Automatic,First Owner,26.8,1248.0,74.0,5.0,3,maruti
Chevrolet Cruze LTZ AT,2011,440000,90000,Diesel,Individual,Automatic,Second Owner,18.1,1991.0,147.9,4.0,9,chevrolet
Toyota Corolla Altis 1.8 G,2018,1400000,13534,Petrol,Dealer,Manual,First Owner,14.28,1798.0,138.03,5.0,2,toyota
Toyota Corolla Altis 1.8 VL AT,2017,1450000,7000,Petrol,Dealer,Automatic,Second Owner,14.53,1794.0,138.1,5.0,3,toyota
Mercedes-Benz GLA Class 200 CDI SPORT,2017,2700000,23000,Diesel,Dealer,Automatic,First Owner,17.9,2143.0,136.0,5.0,3,mercedes-benz
Hyundai Grand i10 Sportz,2017,550000,23456,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,3,hyundai
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2019,1925000,43000,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,8.0,1,toyota
Mahindra XUV500 W10 2WD,2015,1225000,39000,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7.0,5,mahindra
Honda WR-V i-VTEC S,2017,700000,15000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,3,honda
Maruti Swift Dzire VDI,2013,530000,40000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,7,maruti
Kia Seltos HTX Plus AT D,2020,1900000,5000,Diesel,Dealer,Automatic,First Owner,17.8,1493.0,113.4,5.0,0,kia
Maruti Ciaz RS ZDi Plus SHVS,2017,844999,70000,Diesel,Dealer,Manual,First Owner,28.09,1248.0,88.5,5.0,3,maruti
Skoda Rapid 1.5 TDI AT Style Plus,2016,650000,99000,Diesel,Dealer,Automatic,First Owner,21.66,1498.0,103.52,5.0,4,skoda
Maruti Swift ZXI 2018,2018,750000,15000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,2,maruti
BMW 6 Series GT 630d Luxury Line,2018,6000000,28156,Diesel,Dealer,Automatic,First Owner,17.09,2993.0,261.4,4.0,2,bmw
Honda Jazz 1.2 SV i VTEC,2015,610000,30000,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5.0,5,honda
Chevrolet Beat LT,2010,150000,70000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,10,chevrolet
Maruti Swift Dzire VXI,2014,475000,40000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,6,maruti
Mahindra Scorpio SLX 4WD,2008,375000,136500,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609.0,120.0,8.0,12,mahindra
Mahindra KUV 100 mFALCON D75 K6 Plus,2016,425000,70000,Diesel,Individual,Manual,Second Owner,25.32,1198.0,77.0,6.0,4,mahindra
Honda City i DTEC VX,2015,800000,90000,Diesel,Individual,Manual,Second Owner,25.1,1498.0,98.6,5.0,5,honda
Maruti 800 DX,1996,40000,32000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,24,maruti
Maruti Wagon R AMT VXI Option,2018,509999,8000,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,5.0,2,maruti
Toyota Etios Liva VD,2015,387000,170000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,5,toyota
Maruti Alto 800 VXI,2014,235000,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,6,maruti
Tata Sumo SE Plus BSII,2000,95000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.2,1948.0,68.0,10.0,20,tata
Maruti Swift Vdi BSIII,2010,340000,110000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,10,maruti
Mahindra XUV500 W6 2WD,2016,1000000,100000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,4,mahindra
Ford Ikon 1.4 TDCi DuraTorq,2009,160000,115000,Diesel,Individual,Manual,Second Owner,13.8,1399.0,68.0,5.0,11,ford
Mahindra Scorpio SLX 4WD LE,2008,365000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609.0,120.0,8.0,12,mahindra
Skoda Fabia 1.2L Diesel Elegance,2011,300000,265000,Diesel,Individual,Manual,Second Owner,20.86,1199.0,75.0,5.0,9,skoda
Maruti Swift Vdi BSIII,2008,260000,90000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,12,maruti
Honda Jazz V CVT,2018,860000,40000,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5.0,2,honda
Hyundai Verna 1.6 Xi ABS,2008,114999,55000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,12,hyundai
Maruti Alto LXi,2007,100000,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,13,maruti
Volkswagen Vento 1.5 TDI Highline,2014,565000,111000,Diesel,Individual,Manual,First Owner,20.34,1498.0,103.2,5.0,6,volkswagen
Mahindra Xylo E4 BS III,2013,450000,120000,Diesel,Individual,Manual,Second Owner,11.68,2498.0,112.0,7.0,7,mahindra
Maruti Baleno Zeta 1.2,2017,625000,15000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,3,maruti
Maruti Alto 800 VXI,2016,280000,30000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,4,maruti
Maruti Alto K10 VXI,2017,330000,50000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,3,maruti
Hyundai Creta 1.6 CRDi Anniversary Edition,2015,1300000,40000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,5,hyundai
Tata Indica V2 GLX BSIII,2008,65000,50000,Petrol,Individual,Manual,Second Owner,15.3,1396.0,70.0,5.0,12,tata
Tata Tiago 1.2 Revotron XZ,2018,480000,45000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5.0,2,tata
Tata Tiago 1.05 Revotorq XZ,2016,400000,35000,Diesel,Individual,Manual,Second Owner,27.28,1047.0,69.0,5.0,4,tata
Tata New Safari DICOR 2.2 GX 4x2,2009,500000,80000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,11,tata
Mahindra Xylo E4 ABS BS IV,2012,320000,120000,Diesel,Individual,Manual,First Owner,11.68,2498.0,112.0,7.0,8,mahindra
Mahindra XUV500 W8 2WD,2014,750000,90000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,6,mahindra
Mahindra Bolero Power Plus SLE,2017,620000,100000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,3,mahindra
Maruti Swift Dzire ZDi,2011,300000,120000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0,9,maruti
Hyundai Creta 1.6 SX Option Executive,2018,1405000,15000,Petrol,Individual,Manual,First Owner,15.8,1591.0,121.3,5.0,2,hyundai
Maruti Alto 800 LX,2017,282000,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,3,maruti
Maruti Swift Dzire AMT VXI,2017,700000,15000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,3,maruti
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,70000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,3,ford
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,135000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,5,ford
Skoda Rapid 1.6 TDI Ambition,2012,290000,80000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,103.5,5.0,8,skoda
Chevrolet Cruze LTZ AT,2011,430000,80000,Diesel,Individual,Automatic,Second Owner,18.1,1991.0,147.9,4.0,9,chevrolet
Hyundai i20 1.2 Magna Executive,2017,575000,19000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,3,hyundai
Hyundai Creta 1.6 VTVT E Plus,2017,875000,42000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5.0,3,hyundai
Maruti Wagon R LXI BSIII,2010,180000,77000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,10,maruti
Maruti Ritz VDi,2012,229999,120000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,8,maruti
Toyota Glanza G CVT,2019,800000,10000,Petrol,Individual,Automatic,First Owner,19.56,1197.0,81.8,5.0,1,toyota
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009,60000,110000,Petrol,Individual,Manual,Third Owner,16.5,995.0,63.0,5.0,11,chevrolet
Maruti SX4 Vxi BSIII,2009,150000,110000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5.0,11,maruti
Tata Indigo Grand Dicor,2007,100000,90000,Diesel,Individual,Manual,Third Owner,23.57,1396.0,70.0,5.0,13,tata
Hyundai Creta 1.6 Gamma SX Plus,2015,900000,90000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5.0,5,hyundai
Hyundai i20 1.4 Asta Option,2018,850000,50000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,2,hyundai
Chevrolet Beat Diesel LT,2014,220000,50000,Diesel,Individual,Manual,First Owner,25.44,936.0,56.3,5.0,6,chevrolet
Maruti Alto 800 LXI,2014,250000,40000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,6,maruti
Tata Indica Vista Quadrajet LS,2012,125000,120000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5.0,8,tata
Hyundai Creta 1.6 SX,2018,1200000,27000,Petrol,Individual,Manual,First Owner,15.8,1591.0,121.3,5.0,2,hyundai
Tata Indigo CR4,2013,250000,100000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,7,tata
Hyundai i20 Sportz 1.4 CRDi,2014,440000,70000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,6,hyundai
Tata Tiago 1.2 Revotron XT,2017,400000,40000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,3,tata
Maruti 800 Std,2002,50000,62000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,18,maruti
Hyundai Verna VTVT 1.6 SX Option,2018,1000000,10000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5.0,2,hyundai
Honda City i DTEC VX,2014,600000,160000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5.0,6,honda
Hyundai i20 1.2 Asta,2010,250000,60000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,10,hyundai
Mahindra Bolero SLE,2009,310000,110000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,11,mahindra
Maruti Wagon R VXI,2005,120000,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,5.0,15,maruti
Mahindra Xylo E4 BS III,2014,390000,78000,Diesel,Individual,Manual,First Owner,11.68,2498.0,112.0,7.0,6,mahindra
Hyundai Santro Sportz BSIV,2019,458000,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,1,hyundai
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,950000,20000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,2,ford
Maruti Swift Dzire VXI 1.2 BS IV,2017,650000,21000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,3,maruti
Maruti Swift Star VDI,2013,400000,70000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,7,maruti
Hyundai Grand i10 AT Asta,2015,400000,70000,Petrol,Individual,Automatic,Second Owner,18.9,1197.0,82.0,5.0,5,hyundai
Maruti Alto LX,2006,100000,42500,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,14,maruti
Hyundai i10 Asta,2012,350000,25000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,8,hyundai
Tata Aria Prestige 4x2,2013,450000,80000,Diesel,Individual,Manual,Second Owner,13.7,2197.0,138.1,7.0,7,tata
Mahindra Scorpio 2.6 DX,2006,350000,90000,Diesel,Individual,Manual,First Owner,12.7,2609.0,116.6,8.0,14,mahindra
Volkswagen Polo Diesel Trendline 1.2L,2010,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199.0,73.9,5.0,10,volkswagen
Mahindra Bolero 2011-2019 ZLX,2013,450000,146000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,7,mahindra
Maruti 800 AC BSIII,2013,157000,47200,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,7,maruti
Mahindra XUV500 W11 Option BSIV,2018,1500000,60000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,2,mahindra
Mahindra XUV500 W11 Option BSIV,2018,1500000,60000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,2,mahindra
Tata Indica GLS BS IV,2007,75000,100000,Petrol,Individual,Manual,Second Owner,15.3,1193.0,65.3,5.0,13,tata
Chevrolet Tavera B1-10 seats BSII,2010,280000,100000,Diesel,Individual,Manual,Second Owner,14.8,2499.0,80.0,10.0,10,chevrolet
Hyundai i20 Magna 1.2,2015,600000,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,5,hyundai
Tata Sumo CX,2012,250999,120000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956.0,83.8,7.0,8,tata
Toyota Corolla Altis 1.8 Sport,2010,350000,80000,Petrol,Individual,Manual,Second Owner,12.5,1794.0,132.0,5.0,10,toyota
Renault KWID 1.0 RXT Optional,2016,300000,34000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,4,renault
Renault Duster 85PS Diesel RxS,2017,819999,50000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,3,renault
Tata Indigo TDI,2010,409999,100000,Diesel,Individual,Manual,Second Owner,19.61,1405.0,70.0,5.0,10,tata
Hyundai Verna 1.6 Xi ABS,2008,275000,52000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,12,hyundai
Maruti Ertiga VDI,2013,497000,110000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,7,maruti
Hyundai i20 Asta 1.2,2015,500000,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,5,hyundai
Mahindra Bolero 2011-2019 Camper,2006,170000,120000,Diesel,Individual,Manual,Second Owner,14.0,2523.0,83.0,7.0,14,mahindra
Ford Ecosport 1.5 DV5 MT Trend,2016,515000,68609,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,4,ford
Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,925000,33360,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0,2,ford
Mahindra Marazzo M8,2019,1460000,5000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,7.0,1,mahindra
Isuzu MUX 2WD,2019,2700000,10000,Diesel,Individual,Automatic,First Owner,13.8,2999.0,174.57,7.0,1,isuzu
Tata Nexon 1.5 Revotorq XZ Plus,2017,830000,35000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,3,tata
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,975000,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,1,ford
Ford Aspire Trend Plus,2018,620000,15000,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5.0,2,ford
Nissan Kicks XL BSIV,2019,860000,14317,Petrol,Dealer,Manual,First Owner,14.23,1498.0,104.55,5.0,1,nissan
Datsun GO T Option BSIV,2018,430000,5000,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5.0,2,datsun
Honda City i-VTEC CVT ZX,2019,1227000,5000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,1,honda
Honda City i VTEC V,2017,860000,28000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5.0,3,honda
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,2,ford
Ford Figo Diesel Titanium,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.05,5.0,8,ford
Chevrolet Captiva LT,2011,500000,99500,Diesel,Individual,Manual,Third Owner,11.5,1991.0,147.9,7.0,9,chevrolet
Ford Figo 1.5D Trend MT,2017,500000,62960,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5.0,3,ford
MG Hector Smart DCT,2019,1700000,16500,Petrol,Dealer,Automatic,First Owner,13.96,1451.0,141.0,5.0,1,mg
Maruti Ertiga VDI,2014,545000,110000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,6,maruti
Maruti Swift VDI,2011,400000,72000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,9,maruti
Maruti Swift Dzire LDI,2018,650000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,2,maruti
Hyundai Verna 1.6 Xi ABS,2008,114999,55000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,12,hyundai
Maruti Baleno Sigma 1.3,2015,562000,60000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,5,maruti
Tata Sumo SE,2002,96000,120000,Diesel,Individual,Manual,First Owner,14.07,2956.0,83.1,7.0,18,tata
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,3,jaguar
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,1,lexus
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3,jaguar
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,5,tata
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,1,volvo
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,4,toyota
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,7,maruti
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,2,maruti
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,4,honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,7,toyota
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,1,maruti
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,3,toyota
